"","race_grouping","aggregate_sentence_length"
"15046","Non Indigenous",1329
"15047","Indigenous",2245
"15048","Non Indigenous",2092
"15049","Non Indigenous",1854
"15050","Non Indigenous",1734
"15051","Non Indigenous",1448
"15052","Non Indigenous",976
"15053","Non Indigenous",4383
"15054","Non Indigenous",2229
"15055","Indigenous",1095
"15056","Non Indigenous",2206
"15057","Non Indigenous",2192
"15058","Non Indigenous",1096
"15059","Non Indigenous",794
"15060","Indigenous",1369
"15061","Non Indigenous",1095
"15062","Indigenous",1866
"15063","Indigenous",2371
"15064","Non Indigenous",911
"15065","Indigenous",1277
"15066","Non Indigenous",1067
"15067","Non Indigenous",1096
"15068","Indigenous",2429
"15069","Non Indigenous",1369
"15070","Indigenous",940
"15071","Non Indigenous",1913
"15072","Non Indigenous",2191
"15073","Non Indigenous",750
"15074","Indigenous",731
"15075","Indigenous",959
"15076","Non Indigenous",2677
"15077","Indigenous",1925
"15078","Indigenous",1065
"15079","Non Indigenous",731
"15080","Indigenous",1827
"15081","Indigenous",730
"15082","Non Indigenous",4749
"15083","Non Indigenous",731
"15084","Non Indigenous",2556
"15085","Non Indigenous",730
"15086","Indigenous",1279
"15087","Non Indigenous",899
"15088","Indigenous",2373
"15089","Non Indigenous",2922
"15090","Non Indigenous",1827
"15091","Non Indigenous",1461
"15092","Non Indigenous",1673
"15093","Non Indigenous",2338
"15094","Non Indigenous",1826
"15095","Non Indigenous",731
"15096","Non Indigenous",3837
"15097","Indigenous",915
"15098","Non Indigenous",816
"15099","Non Indigenous",730
"15100","Non Indigenous",1461
"15101","Non Indigenous",1126
"15102","Non Indigenous",2116
"15103","Non Indigenous",1053
"15104","Non Indigenous",1316
"15105","Non Indigenous",730
"15106","Non Indigenous",731
"15107","Non Indigenous",731
"15108","Indigenous",1612
"15109","Non Indigenous",3407
"15110","Indigenous",1461
"15111","Non Indigenous",2069
"15112","Non Indigenous",777
"15113","Non Indigenous",791
"15114","Non Indigenous",2100
"15115","Non Indigenous",812
"15116","Non Indigenous",1218
"15117","Non Indigenous",911
"15118","Non Indigenous",730
"15119","Non Indigenous",2011
"15120","Non Indigenous",2007
"15121","Non Indigenous",733
"15122","Non Indigenous",761
"15123","Non Indigenous",1461
"15124","Indigenous",1089
"15125","Indigenous",1277
"15126","Non Indigenous",1826
"15127","Non Indigenous",1614
"15128","Non Indigenous",2588
"15129","Non Indigenous",3165
"15130","Non Indigenous",2922
"15131","Non Indigenous",1096
"15132","Non Indigenous",823
"15133","Indigenous",3824
"15134","Non Indigenous",1644
"15135","Indigenous",1027
"15136","Non Indigenous",781
"15137","Indigenous",1095
"15138","Indigenous",1034
"15139","Non Indigenous",731
"15140","Indigenous",1551
"15141","Non Indigenous",1947
"15142","Non Indigenous",1553
"15143","Indigenous",1195
"15144","Indigenous",819
"15145","Non Indigenous",3136
"15146","Non Indigenous",1765
"15147","Non Indigenous",731
"15148","Non Indigenous",1461
"15149","Indigenous",1096
"15150","Non Indigenous",1186
"15151","Indigenous",1082
"15152","Non Indigenous",5479
"15153","Non Indigenous",7032
"15154","Non Indigenous",1311
"15155","Indigenous",1096
"15156","Non Indigenous",2616
"15157","Non Indigenous",860
"15158","Indigenous",905
"15159","Non Indigenous",1277
"15160","Non Indigenous",1645
"15161","Non Indigenous",2252
"15162","Indigenous",2313
"15163","Non Indigenous",918
"15164","Indigenous",1974
"15165","Indigenous",1856
"15166","Non Indigenous",3073
"15167","Indigenous",2686
"15168","Non Indigenous",2922
"15169","Non Indigenous",3073
"15170","Non Indigenous",1826
"15171","Non Indigenous",2376
"15172","Indigenous",1096
"15173","Non Indigenous",1034
"15174","Indigenous",1280
"15175","Indigenous",730
"15176","Non Indigenous",1276
"15177","Non Indigenous",2160
"15178","Non Indigenous",1096
"15179","Non Indigenous",9496
"15180","Indigenous",973
"15181","Indigenous",959
"15182","Indigenous",4018
"15183","Non Indigenous",1096
"15184","Non Indigenous",7305
"15185","Non Indigenous",1352
"15186","Non Indigenous",1096
"15187","Non Indigenous",730
"15188","Indigenous",900
"15189","Non Indigenous",1277
"15190","Non Indigenous",1826
"15191","Non Indigenous",3288
"15192","Indigenous",1526
"15193","Non Indigenous",1790
"15194","Non Indigenous",1312
"15195","Non Indigenous",731
"15196","Indigenous",1126
"15197","Indigenous",731
"15198","Non Indigenous",3653
"15199","Non Indigenous",1461
"15200","Non Indigenous",1147
"15201","Non Indigenous",732
"15202","Non Indigenous",5325
"15203","Non Indigenous",1277
"15204","Non Indigenous",1331
"15205","Non Indigenous",1096
"15206","Non Indigenous",1461
"15207","Non Indigenous",731
"15208","Non Indigenous",3349
"15209","Non Indigenous",1277
"15210","Non Indigenous",2374
"15211","Non Indigenous",7366
"15212","Non Indigenous",1538
"15213","Non Indigenous",792
"15214","Indigenous",731
"15215","Non Indigenous",1095
"15216","Indigenous",2744
"15217","Indigenous",2801
"15218","Indigenous",3126
"15219","Non Indigenous",3287
"15220","Non Indigenous",5295
"15221","Non Indigenous",1089
"15222","Indigenous",1392
"15223","Indigenous",874
"15224","Indigenous",758
"15225","Non Indigenous",1948
"15226","Non Indigenous",8221
"15227","Indigenous",868
"15228","Non Indigenous",730
"15229","Indigenous",761
"15230","Non Indigenous",1461
"15231","Non Indigenous",1826
"15232","Non Indigenous",1662
"15233","Non Indigenous",2588
"15234","Non Indigenous",2008
"15235","Non Indigenous",730
"15236","Indigenous",2192
"15237","Non Indigenous",1279
"15238","Indigenous",731
"15239","Non Indigenous",2556
"15240","Indigenous",1446
"15241","Non Indigenous",989
"15242","Non Indigenous",1096
"15243","Non Indigenous",1096
"15244","Non Indigenous",731
"15245","Non Indigenous",1461
"15246","Non Indigenous",730
"15247","Indigenous",1461
"15248","Non Indigenous",4628
"15249","Non Indigenous",2895
"15250","Indigenous",1308
"15251","Non Indigenous",2741
"15252","Non Indigenous",1074
"15253","Non Indigenous",1504
"15254","Non Indigenous",2162
"15255","Indigenous",1155
"15256","Indigenous",2527
"15257","Indigenous",1396
"15258","Non Indigenous",850
"15259","Indigenous",1826
"15260","Non Indigenous",4991
"15261","Indigenous",1536
"15262","Indigenous",2999
"15263","Non Indigenous",2479
"15264","Non Indigenous",1765
"15265","Indigenous",1186
"15266","Non Indigenous",2769
"15267","Non Indigenous",791
"15268","Non Indigenous",776
"15269","Non Indigenous",1741
"15270","Non Indigenous",2297
"15271","Indigenous",761
"15272","Non Indigenous",1461
"15273","Indigenous",2284
"15274","Non Indigenous",972
"15275","Non Indigenous",1826
"15276","Non Indigenous",1507
"15277","Non Indigenous",1225
"15278","Non Indigenous",1150
"15279","Non Indigenous",2433
"15280","Indigenous",3683
"15281","Non Indigenous",730
"15282","Non Indigenous",1461
"15283","Indigenous",730
"15284","Indigenous",752
"15285","Non Indigenous",913
"15286","Indigenous",854
"15287","Indigenous",1095
"15288","Non Indigenous",731
"15289","Non Indigenous",1461
"15290","Non Indigenous",1095
"15291","Non Indigenous",1082
"15292","Indigenous",730
"15293","Non Indigenous",1644
"15294","Non Indigenous",1280
"15295","Indigenous",2520
"15296","Non Indigenous",2010
"15297","Indigenous",1096
"15298","Non Indigenous",4687
"15299","Non Indigenous",2268
"15300","Non Indigenous",1096
"15301","Non Indigenous",1826
"15302","Non Indigenous",730
"15303","Non Indigenous",731
"15304","Non Indigenous",2373
"15305","Indigenous",1096
"15306","Non Indigenous",2071
"15307","Non Indigenous",980
"15308","Indigenous",730
"15309","Indigenous",3947
"15310","Non Indigenous",1218
"15311","Non Indigenous",730
"15312","Non Indigenous",1369
"15313","Non Indigenous",761
"15314","Non Indigenous",1399
"15315","Non Indigenous",2008
"15316","Non Indigenous",1977
"15317","Indigenous",974
"15318","Non Indigenous",791
"15319","Non Indigenous",11466
"15320","Non Indigenous",989
"15321","Non Indigenous",1826
"15322","Non Indigenous",1737
"15323","Non Indigenous",1461
"15324","Non Indigenous",913
"15325","Non Indigenous",2374
"15326","Non Indigenous",730
"15327","Non Indigenous",1277
"15328","Indigenous",5146
"15329","Non Indigenous",1095
"15330","Non Indigenous",912
"15331","Non Indigenous",959
"15332","Indigenous",730
"15333","Non Indigenous",5622
"15334","Non Indigenous",2389
"15335","Non Indigenous",749
"15336","Non Indigenous",734
"15337","Non Indigenous",1461
"15338","Non Indigenous",1461
"15339","Non Indigenous",1093
"15340","Non Indigenous",1987
"15341","Non Indigenous",730
"15342","Non Indigenous",1323
"15343","Indigenous",1551
"15344","Non Indigenous",1324
"15345","Non Indigenous",1826
"15346","Non Indigenous",1949
"15347","Non Indigenous",1553
"15348","Indigenous",1947
"15349","Non Indigenous",2900
"15350","Indigenous",1430
"15351","Non Indigenous",1757
"15352","Indigenous",734
"15353","Non Indigenous",1108
"15354","Non Indigenous",730
"15355","Non Indigenous",1096
"15356","Non Indigenous",1698
"15357","Non Indigenous",748
"15358","Non Indigenous",2738
"15359","Non Indigenous",822
"15360","Non Indigenous",731
"15361","Non Indigenous",1826
"15362","Non Indigenous",1047
"15363","Non Indigenous",973
"15364","Non Indigenous",912
"15365","Non Indigenous",1096
"15366","Non Indigenous",1187
"15367","Non Indigenous",1668
"15368","Non Indigenous",828
"15369","Indigenous",2253
"15370","Indigenous",1280
"15371","Non Indigenous",3927
"15372","Non Indigenous",816
"15373","Non Indigenous",1461
"15374","Non Indigenous",1826
"15375","Non Indigenous",1504
"15376","Indigenous",2372
"15377","Non Indigenous",1095
"15378","Non Indigenous",730
"15379","Indigenous",883
"15380","Indigenous",912
"15381","Indigenous",914
"15382","Non Indigenous",731
"15383","Non Indigenous",888
"15384","Non Indigenous",2224
"15385","Non Indigenous",852
"15386","Non Indigenous",1096
"15387","Non Indigenous",1096
"15388","Non Indigenous",2433
"15389","Non Indigenous",853
"15390","Non Indigenous",1213
"15391","Indigenous",1313
"15392","Non Indigenous",1560
"15393","Indigenous",1643
"15394","Non Indigenous",2556
"15395","Non Indigenous",854
"15396","Non Indigenous",2922
"15397","Non Indigenous",2176
"15398","Indigenous",3333
"15399","Non Indigenous",1096
"15400","Non Indigenous",3196
"15401","Non Indigenous",913
"15402","Non Indigenous",3653
"15403","Non Indigenous",2588
"15404","Indigenous",1135
"15405","Indigenous",730
"15406","Non Indigenous",990
"15407","Non Indigenous",1099
"15408","Indigenous",777
"15409","Non Indigenous",868
"15410","Non Indigenous",1811
"15411","Non Indigenous",1237
"15412","Non Indigenous",1675
"15413","Non Indigenous",1553
"15414","Non Indigenous",1822
"15415","Non Indigenous",2769
"15416","Indigenous",1400
"15417","Non Indigenous",1096
"15418","Indigenous",1489
"15419","Non Indigenous",731
"15420","Indigenous",1483
"15421","Non Indigenous",16846
"15422","Indigenous",1186
"15423","Non Indigenous",730
"15424","Indigenous",2403
"15425","Non Indigenous",938
"15426","Non Indigenous",2464
"15427","Non Indigenous",1826
"15428","Non Indigenous",2191
"15429","Non Indigenous",1870
"15430","Indigenous",731
"15431","Non Indigenous",2115
"15432","Indigenous",789
"15433","Non Indigenous",730
"15434","Non Indigenous",731
"15435","Non Indigenous",4644
"15436","Indigenous",730
"15437","Non Indigenous",1825
"15438","Non Indigenous",2191
"15439","Non Indigenous",9904
"15440","Indigenous",820
"15441","Non Indigenous",1212
"15442","Non Indigenous",981
"15443","Indigenous",1277
"15444","Non Indigenous",1186
"15445","Indigenous",2191
"15446","Non Indigenous",1110
"15447","Non Indigenous",1219
"15448","Non Indigenous",2618
"15449","Non Indigenous",1766
"15450","Non Indigenous",4520
"15451","Non Indigenous",3548
"15452","Non Indigenous",911
"15453","Non Indigenous",2376
"15454","Non Indigenous",1583
"15455","Indigenous",1362
"15456","Non Indigenous",1779
"15457","Non Indigenous",1412
"15458","Non Indigenous",914
"15459","Non Indigenous",1612
"15460","Non Indigenous",1461
"15461","Non Indigenous",1744
"15462","Non Indigenous",1334
"15463","Non Indigenous",732
"15464","Indigenous",1461
"15465","Indigenous",3837
"15466","Non Indigenous",1095
"15467","Non Indigenous",2557
"15468","Non Indigenous",1676
"15469","Indigenous",1106
"15470","Non Indigenous",2008
"15471","Non Indigenous",2222
"15472","Non Indigenous",1646
"15473","Non Indigenous",731
"15474","Non Indigenous",1788
"15475","Non Indigenous",1323
"15476","Non Indigenous",1736
"15477","Non Indigenous",1107
"15478","Non Indigenous",15400
"15479","Non Indigenous",1948
"15480","Indigenous",4383
"15481","Non Indigenous",1279
"15482","Non Indigenous",2070
"15483","Indigenous",1461
"15484","Non Indigenous",1674
"15485","Non Indigenous",3295
"15486","Non Indigenous",4128
"15487","Non Indigenous",3391
"15488","Non Indigenous",2801
"15489","Indigenous",730
"15490","Non Indigenous",2193
"15491","Non Indigenous",1051
"15492","Non Indigenous",2922
"15493","Indigenous",889
"15494","Indigenous",2134
"15495","Non Indigenous",2252
"15496","Non Indigenous",1492
"15497","Non Indigenous",2169
"15498","Non Indigenous",5144
"15499","Indigenous",935
"15500","Non Indigenous",2191
"15501","Non Indigenous",1826
"15502","Non Indigenous",1520
"15503","Non Indigenous",1323
"15504","Non Indigenous",1095
"15505","Indigenous",1749
"15506","Non Indigenous",1003
"15507","Indigenous",2191
"15508","Non Indigenous",4961
"15509","Indigenous",914
"15510","Non Indigenous",1461
"15511","Non Indigenous",853
"15512","Non Indigenous",2649
"15513","Indigenous",1795
"15514","Non Indigenous",1279
"15515","Non Indigenous",2176
"15516","Indigenous",1066
"15517","Non Indigenous",1311
"15518","Non Indigenous",961
"15519","Non Indigenous",2769
"15520","Non Indigenous",1461
"15521","Non Indigenous",1687
"15522","Indigenous",2739
"15523","Non Indigenous",1225
"15524","Non Indigenous",4018
"15525","Non Indigenous",1096
"15526","Non Indigenous",876
"15527","Non Indigenous",1643
"15528","Non Indigenous",1642
"15529","Indigenous",2398
"15530","Non Indigenous",2191
"15531","Non Indigenous",2425
"15532","Non Indigenous",2117
"15533","Non Indigenous",1626
"15534","Non Indigenous",1278
"15535","Non Indigenous",971
"15536","Non Indigenous",1745
"15537","Non Indigenous",730
"15538","Non Indigenous",2739
"15539","Non Indigenous",1627
"15540","Indigenous",730
"15541","Non Indigenous",1766
"15542","Non Indigenous",1643
"15543","Indigenous",4374
"15544","Non Indigenous",730
"15545","Non Indigenous",1096
"15546","Non Indigenous",913
"15547","Non Indigenous",973
"15548","Non Indigenous",1277
"15549","Non Indigenous",1642
"15550","Non Indigenous",1415
"15551","Non Indigenous",2526
"15552","Non Indigenous",3531
"15553","Non Indigenous",2648
"15554","Non Indigenous",2708
"15555","Non Indigenous",2739
"15556","Non Indigenous",732
"15557","Non Indigenous",4018
"15558","Non Indigenous",730
"15559","Non Indigenous",1826
"15560","Non Indigenous",1454
"15561","Non Indigenous",993
"15562","Indigenous",1308
"15563","Non Indigenous",1461
"15564","Non Indigenous",1096
"15565","Non Indigenous",13704
"15566","Non Indigenous",5478
"15567","Non Indigenous",730
"15568","Non Indigenous",1551
"15569","Non Indigenous",2466
"15570","Non Indigenous",730
"15571","Non Indigenous",1959
"15572","Non Indigenous",853
"15573","Non Indigenous",3652
"15574","Non Indigenous",731
"15575","Indigenous",809
"15576","Indigenous",1577
"15577","Non Indigenous",913
"15578","Non Indigenous",968
"15579","Non Indigenous",731
"15580","Non Indigenous",731
"15581","Non Indigenous",3198
"15582","Non Indigenous",1053
"15583","Non Indigenous",2378
"15584","Non Indigenous",1604
"15585","Indigenous",4748
"15586","Non Indigenous",730
"15587","Non Indigenous",2365
"15588","Non Indigenous",1186
"15589","Non Indigenous",2450
"15590","Non Indigenous",1095
"15591","Indigenous",4505
"15592","Non Indigenous",2252
"15593","Non Indigenous",1096
"15594","Non Indigenous",1674
"15595","Non Indigenous",2130
"15596","Non Indigenous",2130
"15597","Non Indigenous",2968
"15598","Non Indigenous",7304
"15599","Non Indigenous",1948
"15600","Non Indigenous",911
"15601","Non Indigenous",2168
"15602","Non Indigenous",730
"15603","Indigenous",839
"15604","Non Indigenous",1803
"15605","Non Indigenous",1173
"15606","Non Indigenous",1069
"15607","Indigenous",3052
"15608","Indigenous",1825
"15609","Non Indigenous",2740
"15610","Non Indigenous",3287
"15611","Indigenous",2192
"15612","Non Indigenous",1171
"15613","Non Indigenous",1277
"15614","Non Indigenous",1064
"15615","Indigenous",1049
"15616","Indigenous",1583
"15617","Non Indigenous",985
"15618","Non Indigenous",2175
"15619","Indigenous",740
"15620","Non Indigenous",1278
"15621","Indigenous",731
"15622","Indigenous",3060
"15623","Non Indigenous",731
"15624","Non Indigenous",1096
"15625","Non Indigenous",1096
"15626","Non Indigenous",1003
"15627","Non Indigenous",911
"15628","Indigenous",1644
"15629","Non Indigenous",1522
"15630","Indigenous",3076
"15631","Non Indigenous",1826
"15632","Indigenous",1216
"15633","Non Indigenous",943
"15634","Non Indigenous",730
"15635","Non Indigenous",1796
"15636","Non Indigenous",2467
"15637","Non Indigenous",731
"15638","Indigenous",945
"15639","Non Indigenous",1826
"15640","Non Indigenous",1095
"15641","Non Indigenous",731
"15642","Non Indigenous",2465
"15643","Non Indigenous",730
"15644","Non Indigenous",882
"15645","Indigenous",1187
"15646","Non Indigenous",1006
"15647","Non Indigenous",897
"15648","Indigenous",732
"15649","Non Indigenous",900
"15650","Non Indigenous",1240
"15651","Non Indigenous",2738
"15652","Non Indigenous",2552
"15653","Non Indigenous",1096
"15654","Non Indigenous",905
"15655","Non Indigenous",731
"15656","Indigenous",874
"15657","Non Indigenous",2370
"15658","Non Indigenous",4283
"15659","Indigenous",1826
"15660","Indigenous",1598
"15661","Non Indigenous",1308
"15662","Non Indigenous",731
"15663","Indigenous",1096
"15664","Non Indigenous",1765
"15665","Indigenous",1642
"15666","Non Indigenous",2557
"15667","Non Indigenous",3440
"15668","Non Indigenous",730
"15669","Indigenous",959
"15670","Non Indigenous",1277
"15671","Non Indigenous",1156
"15672","Indigenous",1095
"15673","Non Indigenous",2680
"15674","Non Indigenous",730
"15675","Non Indigenous",1430
"15676","Non Indigenous",1325
"15677","Non Indigenous",731
"15678","Non Indigenous",3700
"15679","Non Indigenous",1513
"15680","Non Indigenous",820
"15681","Non Indigenous",1293
"15682","Non Indigenous",979
"15683","Non Indigenous",1093
"15684","Non Indigenous",2073
"15685","Non Indigenous",895
"15686","Non Indigenous",1095
"15687","Non Indigenous",951
"15688","Non Indigenous",3469
"15689","Non Indigenous",2679
"15690","Non Indigenous",913
"15691","Indigenous",731
"15692","Non Indigenous",730
"15693","Non Indigenous",1827
"15694","Non Indigenous",1814
"15695","Indigenous",1461
"15696","Indigenous",731
"15697","Non Indigenous",1277
"15698","Non Indigenous",973
"15699","Indigenous",1826
"15700","Non Indigenous",2556
"15701","Non Indigenous",1653
"15702","Non Indigenous",1126
"15703","Indigenous",3217
"15704","Indigenous",2707
"15705","Non Indigenous",1643
"15706","Indigenous",778
"15707","Non Indigenous",2861
"15708","Non Indigenous",1375
"15709","Non Indigenous",731
"15710","Non Indigenous",1277
"15711","Non Indigenous",1218
"15712","Indigenous",822
"15713","Non Indigenous",1392
"15714","Non Indigenous",1524
"15715","Non Indigenous",1347
"15716","Non Indigenous",1004
"15717","Non Indigenous",3305
"15718","Indigenous",1034
"15719","Non Indigenous",2191
"15720","Non Indigenous",732
"15721","Non Indigenous",17368
"15722","Non Indigenous",1280
"15723","Non Indigenous",1135
"15724","Non Indigenous",2191
"15725","Non Indigenous",1450
"15726","Non Indigenous",2010
"15727","Non Indigenous",1826
"15728","Non Indigenous",1659
"15729","Indigenous",1461
"15730","Non Indigenous",1399
"15731","Non Indigenous",2376
"15732","Non Indigenous",3235
"15733","Non Indigenous",1338
"15734","Indigenous",855
"15735","Indigenous",858
"15736","Indigenous",911
"15737","Non Indigenous",1218
"15738","Non Indigenous",6314
"15739","Non Indigenous",3011
"15740","Non Indigenous",2984
"15741","Non Indigenous",730
"15742","Non Indigenous",730
"15743","Non Indigenous",1674
"15744","Non Indigenous",737
"15745","Indigenous",1802
"15746","Non Indigenous",2192
"15747","Non Indigenous",1461
"15748","Non Indigenous",6101
"15749","Non Indigenous",4710
"15750","Indigenous",915
"15751","Non Indigenous",3167
"15752","Non Indigenous",2647
"15753","Indigenous",2010
"15754","Non Indigenous",902
"15755","Non Indigenous",1417
"15756","Non Indigenous",913
"15757","Non Indigenous",2009
"15758","Non Indigenous",1461
"15759","Non Indigenous",4200
"15760","Non Indigenous",888
"15761","Non Indigenous",2422
"15762","Indigenous",10957
"15763","Non Indigenous",3195
"15764","Indigenous",898
"15765","Indigenous",1461
"15766","Indigenous",730
"15767","Non Indigenous",790
"15768","Non Indigenous",1006
"15769","Non Indigenous",2626
"15770","Non Indigenous",2375
"15771","Non Indigenous",883
"15772","Non Indigenous",1461
"15773","Non Indigenous",911
"15774","Non Indigenous",3767
"15775","Indigenous",1095
"15776","Indigenous",3012
"15777","Non Indigenous",915
"15778","Indigenous",761
"15779","Non Indigenous",1826
"15780","Non Indigenous",1827
"15781","Indigenous",1202
"15782","Non Indigenous",1323
"15783","Indigenous",1096
"15784","Non Indigenous",1970
"15785","Indigenous",731
"15786","Non Indigenous",914
"15787","Non Indigenous",760
"15788","Non Indigenous",731
"15789","Non Indigenous",1279
"15790","Non Indigenous",2556
"15791","Non Indigenous",15217
"15792","Indigenous",2284
"15793","Non Indigenous",1136
"15794","Non Indigenous",1475
"15795","Non Indigenous",1095
"15796","Non Indigenous",1091
"15797","Non Indigenous",1019
"15798","Non Indigenous",2364
"15799","Non Indigenous",730
"15800","Non Indigenous",1280
"15801","Indigenous",1308
"15802","Non Indigenous",2760
"15803","Non Indigenous",2038
"15804","Indigenous",2282
"15805","Non Indigenous",913
"15806","Non Indigenous",2557
"15807","Non Indigenous",2369
"15808","Indigenous",2373
"15809","Indigenous",1415
"15810","Non Indigenous",1280
"15811","Non Indigenous",1890
"15812","Non Indigenous",883
"15813","Non Indigenous",949
"15814","Non Indigenous",3409
"15815","Non Indigenous",2706
"15816","Non Indigenous",1096
"15817","Indigenous",2512
"15818","Non Indigenous",2192
"15819","Non Indigenous",1051
"15820","Non Indigenous",1127
"15821","Non Indigenous",1756
"15822","Non Indigenous",1630
"15823","Non Indigenous",4475
"15824","Non Indigenous",4018
"15825","Indigenous",1134
"15826","Non Indigenous",2300
"15827","Indigenous",2009
"15828","Non Indigenous",2581
"15829","Non Indigenous",730
"15830","Non Indigenous",1143
"15831","Indigenous",1050
"15832","Indigenous",1710
"15833","Non Indigenous",1553
"15834","Non Indigenous",5479
"15835","Non Indigenous",731
"15836","Non Indigenous",731
"15837","Non Indigenous",1188
"15838","Non Indigenous",1093
"15839","Indigenous",1401
"15840","Non Indigenous",1793
"15841","Non Indigenous",10653
"15842","Non Indigenous",1096
"15843","Non Indigenous",2191
"15844","Indigenous",1461
"15845","Non Indigenous",1096
"15846","Non Indigenous",730
"15847","Indigenous",1957
"15848","Non Indigenous",1952
"15849","Non Indigenous",840
"15850","Non Indigenous",18281
"15851","Non Indigenous",2557
"15852","Non Indigenous",1461
"15853","Indigenous",1461
"15854","Non Indigenous",4567
"15855","Non Indigenous",1461
"15856","Non Indigenous",1461
"15857","Non Indigenous",791
"15858","Non Indigenous",2009
"15859","Indigenous",1096
"15860","Non Indigenous",731
"15861","Indigenous",2738
"15862","Non Indigenous",2465
"15863","Indigenous",1310
"15864","Non Indigenous",1902
"15865","Non Indigenous",731
"15866","Non Indigenous",1004
"15867","Non Indigenous",826
"15868","Non Indigenous",2710
"15869","Non Indigenous",2373
"15870","Non Indigenous",1104
"15871","Non Indigenous",731
"15872","Non Indigenous",1339
"15873","Indigenous",1187
"15874","Non Indigenous",776
"15875","Indigenous",1826
"15876","Non Indigenous",731
"15877","Indigenous",781
"15878","Indigenous",730
"15879","Non Indigenous",1811
"15880","Non Indigenous",2467
"15881","Non Indigenous",853
"15882","Non Indigenous",914
"15883","Non Indigenous",4975
"15884","Non Indigenous",2557
"15885","Non Indigenous",731
"15886","Non Indigenous",943
"15887","Non Indigenous",1461
"15888","Non Indigenous",1643
"15889","Non Indigenous",7188
"15890","Non Indigenous",2720
"15891","Non Indigenous",730
"15892","Non Indigenous",1023
"15893","Non Indigenous",730
"15894","Non Indigenous",731
"15895","Non Indigenous",17751
"15896","Indigenous",915
"15897","Non Indigenous",1369
"15898","Non Indigenous",1096
"15899","Non Indigenous",1461
"15900","Non Indigenous",731
"15901","Non Indigenous",1670
"15902","Non Indigenous",2557
"15903","Non Indigenous",1279
"15904","Indigenous",732
"15905","Non Indigenous",1826
"15906","Non Indigenous",2118
"15907","Indigenous",1468
"15908","Non Indigenous",850
"15909","Indigenous",3288
"15910","Indigenous",2272
"15911","Indigenous",1157
"15912","Indigenous",2222
"15913","Non Indigenous",730
"15914","Non Indigenous",3103
"15915","Non Indigenous",1461
"15916","Non Indigenous",2010
"15917","Non Indigenous",731
"15918","Non Indigenous",2182
"15919","Non Indigenous",15736
"15920","Non Indigenous",730
"15921","Non Indigenous",1051
"15922","Non Indigenous",2964
"15923","Indigenous",801
"15924","Non Indigenous",1096
"15925","Non Indigenous",730
"15926","Non Indigenous",731
"15927","Non Indigenous",731
"15928","Non Indigenous",2922
"15929","Non Indigenous",1364
"15930","Indigenous",758
"15931","Indigenous",2292
"15932","Non Indigenous",1412
"15933","Non Indigenous",2588
"15934","Non Indigenous",823
"15935","Non Indigenous",1264
"15936","Non Indigenous",1733
"15937","Non Indigenous",15114
"15938","Non Indigenous",3348
"15939","Indigenous",2284
"15940","Non Indigenous",4017
"15941","Non Indigenous",1278
"15942","Indigenous",2446
"15943","Non Indigenous",1874
"15944","Non Indigenous",1095
"15945","Non Indigenous",1461
"15946","Non Indigenous",731
"15947","Non Indigenous",1096
"15948","Non Indigenous",791
"15949","Non Indigenous",914
"15950","Non Indigenous",2283
"15951","Non Indigenous",5114
"15952","Non Indigenous",1004
"15953","Indigenous",1095
"15954","Non Indigenous",730
"15955","Indigenous",1461
"15956","Non Indigenous",911
"15957","Non Indigenous",730
"15958","Non Indigenous",731
"15959","Non Indigenous",1585
"15960","Indigenous",5478
"15961","Non Indigenous",1826
"15962","Non Indigenous",2191
"15963","Indigenous",2207
"15964","Non Indigenous",730
"15965","Non Indigenous",731
"15966","Non Indigenous",1798
"15967","Indigenous",2161
"15968","Non Indigenous",1369
"15969","Non Indigenous",2710
"15970","Non Indigenous",2358
"15971","Non Indigenous",1353
"15972","Non Indigenous",1826
"15973","Indigenous",2556
"15974","Indigenous",1229
"15975","Non Indigenous",3130
"15976","Non Indigenous",2557
"15977","Indigenous",2373
"15978","Non Indigenous",884
"15979","Indigenous",3416
"15980","Indigenous",1277
"15981","Indigenous",3287
"15982","Non Indigenous",1096
"15983","Indigenous",1127
"15984","Non Indigenous",1004
"15985","Non Indigenous",1797
"15986","Non Indigenous",2289
"15987","Non Indigenous",3014
"15988","Non Indigenous",1570
"15989","Non Indigenous",761
"15990","Non Indigenous",1544
"15991","Indigenous",731
"15992","Non Indigenous",931
"15993","Indigenous",990
"15994","Non Indigenous",2557
"15995","Indigenous",1129
"15996","Indigenous",1444
"15997","Indigenous",1003
"15998","Non Indigenous",731
"15999","Non Indigenous",761
"16000","Indigenous",731
"16001","Indigenous",1095
"16002","Non Indigenous",2191
"16003","Indigenous",1750
"16004","Non Indigenous",3256
"16005","Non Indigenous",1065
"16006","Non Indigenous",2268
"16007","Indigenous",1173
"16008","Indigenous",1224
"16009","Non Indigenous",2191
"16010","Non Indigenous",1234
"16011","Indigenous",956
"16012","Indigenous",1665
"16013","Non Indigenous",731
"16014","Non Indigenous",1918
"16015","Non Indigenous",1461
"16016","Indigenous",2284
"16017","Non Indigenous",1644
"16018","Non Indigenous",4018
"16019","Indigenous",1115
"16020","Non Indigenous",1826
"16021","Non Indigenous",2769
"16022","Indigenous",1826
"16023","Non Indigenous",1066
"16024","Non Indigenous",5206
"16025","Non Indigenous",1338
"16026","Non Indigenous",14927
