0,1,2,3,4,5,6,7,8,9,10,11
20303,NORTH AMERICAN,Indigenous,MALE,21,Incarcerated,,DETERMINATE,789,SASKATCHEWAN,SINGLE,
20304,NORTH AMERICAN,Indigenous,MALE,61,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
20305,CHINESE,Non Indigenous,MALE,65,Incarcerated,,INDETERMINATE,0,ONTARIO,UNKNOWN,
20306,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,730,NEW BRUNSWICK,COMMON LAW,NOT STATED
20307,WHITE,Non Indigenous,MALE,26,Supervised,FP,DETERMINATE,731,ALBERTA,SINGLE,NONE
20308,BLACK,Non Indigenous,MALE,25,Supervised,DP,DETERMINATE,4644,QUEBEC,COMMON LAW,MUSLIM
20309,INUIT,Indigenous,MALE,27,Incarcerated,,DETERMINATE,730,QUEBEC,COMMON LAW,CATH NON-SPEC
20310,BLACK,Non Indigenous,MALE,33,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,MUSLIM
20311,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,1825,QUEBEC,COMMON LAW,CATH NON-SPEC
20312,NORTH AMERICAN,Indigenous,MALE,25,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
20313,WHITE,Non Indigenous,MALE,76,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
20314,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,2191,ONTARIO,SINGLE,CHRI NON SPEC
20315,WHITE,Non Indigenous,MALE,35,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,WICCA
20316,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,9904,BRITISH COLUMBIA,COMMON LAW,PROT NON-SPEC
20317,NORTH AMERICAN,Indigenous,FEMALE,41,Incarcerated,,DETERMINATE,820,SASKATCHEWAN,COMMON LAW,NOT STATED
20318,WHITE,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,1212,QUEBEC,COMMON LAW,CATH NON-SPEC
20319,ASI-E/SOUTHEAST,Non Indigenous,MALE,29,Supervised,DP,DETERMINATE,981,ALBERTA,SINGLE,NONE
20320,NORTH AMERICAN,Indigenous,MALE,33,Incarcerated,,DETERMINATE,1277,ONTARIO,SINGLE,NATIVE SPIRITUA
20321,BLACK,Non Indigenous,MALE,24,Supervised,SR,DETERMINATE,1186,ONTARIO,COMMON LAW,CHRI NON SPEC
20322,METIS,Indigenous,MALE,61,Incarcerated,,DETERMINATE,2191,QUEBEC,DIVORCED,CATH NON-SPEC
20323,WHITE,Non Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,MANITOBA,DIVORCED,NONE
20324,WHITE,Non Indigenous,MALE,57,Incarcerated,,DETERMINATE,1110,ONTARIO,COMMON LAW,NOT STATED
20325,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1219,MANITOBA,SINGLE,NONE
20326,ASIAN-SOUTH,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,2618,SASKATCHEWAN,SINGLE,NONE
20327,WHITE,Non Indigenous,MALE,58,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
20328,ASIAN-SOUTH,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,1766,ONTARIO,UNKNOWN,CATHOLIC - ROMA
20329,WHITE,Non Indigenous,MALE,71,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,CATH NON-SPEC
20330,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,4520,ALBERTA,COMMON LAW,CATHOLIC - ROMA
20331,WHITE,Non Indigenous,MALE,37,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,NONE
20332,BLACK,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,3548,ONTARIO,COMMON LAW,MUSLIM
20333,BLACK,Non Indigenous,FEMALE,46,Incarcerated,,DETERMINATE,911,ONTARIO,SINGLE,ANGLICAN(EPIS.
20334,WHITE,Non Indigenous,MALE,47,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
20335,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,2376,ALBERTA,SINGLE,
20336,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1583,NEW BRUNSWICK,COMMON LAW,NONE
20337,NORTH AMERICAN,Indigenous,MALE,20,Incarcerated,,DETERMINATE,1362,ALBERTA,SINGLE,NATIVE SPIRITUA
20338,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,1779,QUEBEC,SINGLE,CATH NON-SPEC
20339,WHITE,Non Indigenous,MALE,69,Supervised,FP,DETERMINATE,1412,SASKATCHEWAN,MARRIED,GREEK ORTHODOX
20340,WHITE,Non Indigenous,MALE,57,Incarcerated,,DETERMINATE,914,BRITISH COLUMBIA,UNKNOWN,
20341,BLACK,Non Indigenous,MALE,27,Supervised,SR,DETERMINATE,1612,QUEBEC,COMMON LAW,MUSLIM
20342,BLACK,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1461,NEW BRUNSWICK,SINGLE,NONE
20343,WHITE,Non Indigenous,MALE,50,Supervised,SR,DETERMINATE,1744,QUEBEC,MARRIED,CATH NON-SPEC
20344,WHITE,Non Indigenous,FEMALE,34,Supervised,FP,DETERMINATE,1334,ONTARIO,SEPARATED,NONE
20345,WHITE,Non Indigenous,MALE,41,Supervised,FP,DETERMINATE,732,ALBERTA,COMMON LAW,NONE
20346,INUIT,Indigenous,MALE,30,Supervised,SR,DETERMINATE,1461,ONTARIO,SINGLE,ANGLICAN(EPIS.
20347,METIS,Indigenous,MALE,40,Incarcerated,,DETERMINATE,3837,QUEBEC,SINGLE,CATHOLIC - ROMA
20348,WHITE,Non Indigenous,MALE,67,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,PROT NON-SPEC
20349,BLACK,Non Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,CATH NON-SPEC
20350,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,1095,QUEBEC,SINGLE,CATH NON-SPEC
20351,WHITE,Non Indigenous,MALE,37,Supervised,SR,DETERMINATE,2557,QUEBEC,COMMON LAW,CATH NON-SPEC
20352,WHITE,Non Indigenous,MALE,51,Supervised,LTSO,DETERMINATE,1676,QUEBEC,DIVORCED,CATH NON-SPEC
20353,METIS,Indigenous,MALE,23,Incarcerated,,DETERMINATE,1106,ALBERTA,SINGLE,
20354,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,2008,QUEBEC,COMMON LAW,CATH NON-SPEC
20355,LATIN AMERICAN,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,2222,ALBERTA,SINGLE,CHRI NON SPEC
20356,BLACK,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1646,ONTARIO,UNKNOWN,
20357,BLACK,Non Indigenous,MALE,36,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,RASTAFARIAN
20358,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,731,ONTARIO,SINGLE,CHRISTIAN REFOR
20359,WHITE,Non Indigenous,MALE,38,Supervised,SR,DETERMINATE,1788,ONTARIO,SEPARATED,NONE
20360,WHITE,Non Indigenous,MALE,33,Supervised,FP,DETERMINATE,1323,QUEBEC,SINGLE,CATH NON-SPEC
20361,WHITE,Non Indigenous,MALE,23,Supervised,SR,DETERMINATE,1736,QUEBEC,SINGLE,MUSLIM
20362,,Non Indigenous,MALE,69,Incarcerated,,DETERMINATE,1107,SASKATCHEWAN,SINGLE,
20363,WHITE,Non Indigenous,MALE,62,Supervised,FP,DETERMINATE,15400,BRITISH COLUMBIA,MARRIED,CATH NON-SPEC
20364,WHITE,Non Indigenous,MALE,64,Supervised,SR,DETERMINATE,1948,QUEBEC,SINGLE,CATH NON-SPEC
20365,METIS,Indigenous,MALE,54,Supervised,LTSO,DETERMINATE,4383,QUEBEC,DIVORCED,CATH NON-SPEC
20366,WHITE,Non Indigenous,MALE,30,Supervised,DP,DETERMINATE,1279,QUEBEC,COMMON LAW,CATH NON-SPEC
20367,WHITE,Non Indigenous,MALE,49,Supervised,FP,DETERMINATE,2070,ONTARIO,MARRIED,CATHOLIC - ROMA
20368,WHITE,Non Indigenous,MALE,49,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,OTHER
20369,NORTH AMERICAN,Indigenous,MALE,40,Incarcerated,,DETERMINATE,1461,ALBERTA,COMMON LAW,CATHOLIC - ROMA
20370,BLACK,Non Indigenous,FEMALE,33,Incarcerated,,DETERMINATE,1674,ONTARIO,SINGLE,ANGLICAN(EPIS.
20371,BLACK,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,3295,NOVA SCOTIA,COMMON LAW,BAPTIST
20372,NORTH AMERICAN,Indigenous,MALE,42,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,JUDAISM
20373,ASIAN-WEST,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,4128,ONTARIO,SINGLE,MUSLIM
20374,BLACK,Non Indigenous,FEMALE,37,Supervised,FP,DETERMINATE,3391,ONTARIO,SINGLE,NONE
20375,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,
20376,WHITE,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,2801,BRITISH COLUMBIA,SINGLE,NONE
20377,NORTH AMERICAN,Indigenous,MALE,49,Supervised,LTSO,DETERMINATE,730,ALBERTA,SINGLE,NONE
20378,WHITE,Non Indigenous,MALE,50,Supervised,SR,DETERMINATE,2193,BRITISH COLUMBIA,DIVORCED,CHRI NON SPEC
20379,WHITE,Non Indigenous,MALE,38,Supervised,SR,DETERMINATE,1051,ONTARIO,SEPARATED,CHRI NON SPEC
20380,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,2922,QUEBEC,COMMON LAW,CATH NON-SPEC
20381,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,889,ONTARIO,UNKNOWN,CATH NON-SPEC
20382,METIS,Indigenous,FEMALE,46,Incarcerated,,DETERMINATE,2134,ONTARIO,WIDOW(ER),CHRI NON SPEC
20383,BLACK,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,2252,NOVA SCOTIA,COMMON LAW,BAPTIST
20384,ASI-E/SOUTHEAST,Non Indigenous,MALE,52,Supervised,SR,DETERMINATE,1492,ALBERTA,SINGLE,SEVENTH DAY ADV
20385,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,2169,QUEBEC,DIVORCED,CATH NON-SPEC
20386,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,5144,ONTARIO,SINGLE,NONE
20387,NORTH AMERICAN,Indigenous,MALE,58,Incarcerated,,DETERMINATE,935,ONTARIO,SINGLE,NATIVE SPIRITUA
20388,WHITE,Non Indigenous,MALE,67,Supervised,SR,DETERMINATE,2191,QUEBEC,MARRIED,CATH NON-SPEC
20389,METIS,Indigenous,MALE,68,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,ATHEIST
20390,WHITE,Non Indigenous,MALE,63,Supervised,FP,DETERMINATE,1826,QUEBEC,SINGLE,CATH NON-SPEC
20391,WHITE,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,1520,ONTARIO,UNKNOWN,
20392,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,1323,ONTARIO,SINGLE,CHRI NON SPEC
20393,WHITE,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1095,BRITISH COLUMBIA,SINGLE,NONE
20394,WHITE,Non Indigenous,MALE,82,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,CATH NON-SPEC
20395,INUIT,Indigenous,MALE,26,Supervised,SR,DETERMINATE,1749,QUEBEC,SINGLE,ANGLICAN(EPIS.
20396,WHITE,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,1003,QUEBEC,SINGLE,CATH NON-SPEC
20397,METIS,Indigenous,MALE,29,Incarcerated,,DETERMINATE,2191,BRITISH COLUMBIA,SINGLE,NONE
20398,WHITE,Non Indigenous,MALE,28,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NONE
20399,S. E. ASIAN,Non Indigenous,MALE,51,Supervised,FP,DETERMINATE,4961,ONTARIO,SINGLE,NONE
20400,NORTH AMERICAN,Indigenous,MALE,37,Incarcerated,,DETERMINATE,914,SASKATCHEWAN,COMMON LAW,
20401,WHITE,Non Indigenous,FEMALE,46,Supervised,DP,DETERMINATE,1461,BRITISH COLUMBIA,SEPARATED,NOT STATED
20402,WHITE,Non Indigenous,MALE,44,Supervised,SR,DETERMINATE,853,QUEBEC,SINGLE,CATH NON-SPEC
20403,WHITE,Non Indigenous,MALE,63,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,
20404,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,2649,ALBERTA,COMMON LAW,NONE
20405,BLACK,Non Indigenous,FEMALE,56,Supervised,FP,INDETERMINATE,0,SASKATCHEWAN,SINGLE,ATHEIST
20406,NORTH AMERICAN,Indigenous,MALE,41,Incarcerated,,DETERMINATE,1795,MANITOBA,SINGLE,PROT NON-SPEC
20407,WHITE,Non Indigenous,FEMALE,52,Incarcerated,,DETERMINATE,1279,QUEBEC,SINGLE,CATH NON-SPEC
20408,BLACK,Non Indigenous,MALE,59,Incarcerated,,DETERMINATE,2176,ONTARIO,UNKNOWN,NONE
20409,BLACK,Non Indigenous,MALE,45,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,SUFIISM
20410,METIS,Indigenous,MALE,67,Incarcerated,,DETERMINATE,1066,SASKATCHEWAN,MARRIED,CATH NON-SPEC
20411,WHITE,Non Indigenous,MALE,58,Supervised,DP,DETERMINATE,1311,BRITISH COLUMBIA,SINGLE,LUTHERAN
20412,WHITE,Non Indigenous,MALE,49,Supervised,DP,DETERMINATE,961,QUEBEC,SINGLE,CATH NON-SPEC
20413,WHITE,Non Indigenous,MALE,61,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,CATH NON-SPEC
20414,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,2769,QUEBEC,SINGLE,CATH NON-SPEC
20415,WHITE,Non Indigenous,MALE,46,Supervised,FP,DETERMINATE,1461,NFLD AND LAB,SINGLE,NONE
20416,WHITE,Non Indigenous,MALE,48,Supervised,SR,DETERMINATE,1687,QUEBEC,SINGLE,CATH NON-SPEC
20417,METIS,Indigenous,MALE,37,Incarcerated,,DETERMINATE,2739,MANITOBA,COMMON LAW,NONE
20418,NORTH AMERICAN,Indigenous,FEMALE,28,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,NATIVE SPIRITUA
20419,WHITE,Non Indigenous,MALE,21,Supervised,DP,DETERMINATE,1225,NEW BRUNSWICK,SINGLE,
20420,WHITE,Non Indigenous,MALE,59,Incarcerated,,DETERMINATE,4018,QUEBEC,SINGLE,CATH NON-SPEC
20421,LATIN AMERICAN,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,1096,QUEBEC,MARRIED,CATH NON-SPEC
20422,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,876,ALBERTA,SINGLE,NOT STATED
20423,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1643,QUEBEC,COMMON LAW,CATH NON-SPEC
20424,BLACK,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1642,ONTARIO,UNKNOWN,CHRI NON SPEC
20425,NORTH AMERICAN,Indigenous,MALE,30,Incarcerated,,DETERMINATE,2398,SASKATCHEWAN,SINGLE,NONE
20426,MULTIRAC/ETHNIC,Non Indigenous,MALE,35,Supervised,FP,DETERMINATE,2191,MANITOBA,COMMON LAW,CATHOLIC - ROMA
20427,ARAB/WEST ASIAN,Non Indigenous,MALE,41,Supervised,SR,DETERMINATE,2425,ONTARIO,COMMON LAW,MUSLIM
20428,NORTH AMERICAN,Indigenous,MALE,40,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NATIVE SPIRITUA
20429,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,2117,ALBERTA,COMMON LAW,NOT STATED
20430,BLACK,Non Indigenous,MALE,25,Supervised,SR,DETERMINATE,1626,ALBERTA,SINGLE,MUSLIM
20431,WHITE,Non Indigenous,MALE,31,Supervised,DP,DETERMINATE,1278,QUEBEC,COMMON LAW,CATH NON-SPEC
20432,WHITE,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,971,QUEBEC,COMMON LAW,CATH NON-SPEC
20433,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,1745,NEW BRUNSWICK,SINGLE,NOT STATED
20434,WHITE,Non Indigenous,MALE,57,Supervised,LTSO,DETERMINATE,730,ONTARIO,SEPARATED,NONE
20435,WHITE,Non Indigenous,FEMALE,39,Incarcerated,,DETERMINATE,2739,QUEBEC,SINGLE,CATH NON-SPEC
20436,WHITE,Non Indigenous,MALE,49,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
20437,EURO.-EASTERN,Non Indigenous,MALE,67,Supervised,FP,DETERMINATE,1627,ONTARIO,MARRIED,CATHOLIC - ROMA
20438,NORTH AMERICAN,Indigenous,MALE,29,Supervised,DP,DETERMINATE,730,BRITISH COLUMBIA,SINGLE,NONE
20439,BLACK,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1766,ONTARIO,UNKNOWN,MUSLIM
20440,NORTH AMERICAN,Indigenous,MALE,32,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,CHRI NON SPEC
20441,WHITE,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,1643,MANITOBA,COMMON LAW,PROT NON-SPEC
20442,WHITE,Non Indigenous,MALE,61,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CATH NON-SPEC
20443,NORTH AMERICAN,Indigenous,MALE,34,Supervised,SR,DETERMINATE,4374,BRITISH COLUMBIA,COMMON LAW,NATIVE SPIRITUA
20444,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,730,BRITISH COLUMBIA,SINGLE,NONE
20445,WHITE,Non Indigenous,MALE,52,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
20446,WHITE,Non Indigenous,MALE,39,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,NONE
20447,,Non Indigenous,MALE,23,Supervised,FP,DETERMINATE,1096,NFLD AND LAB,SINGLE,CATH NON-SPEC
20448,WHITE,Non Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,PROT NON-SPEC
20449,WHITE,Non Indigenous,MALE,40,Supervised,FP,DETERMINATE,913,QUEBEC,COMMON LAW,CATH NON-SPEC
20450,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,973,BRITISH COLUMBIA,MARRIED,NONE
20451,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,1277,QUEBEC,COMMON LAW,CATH NON-SPEC
20452,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1642,NOVA SCOTIA,COMMON LAW,CATH NON-SPEC
20453,WHITE,Non Indigenous,MALE,64,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,WIDOW(ER),UNITED CHURCH
20454,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1415,QUEBEC,COMMON LAW,NONE
20455,WHITE,Non Indigenous,MALE,56,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
20456,WHITE,Non Indigenous,MALE,65,Incarcerated,,DETERMINATE,2526,BRITISH COLUMBIA,SINGLE,PROT NON-SPEC
20457,WHITE,Non Indigenous,MALE,49,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,BUDDHIST
20458,WHITE,Non Indigenous,MALE,36,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,COMMON LAW,CATH NON-SPEC
20459,WHITE,Non Indigenous,MALE,52,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
20460,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,3531,NEW BRUNSWICK,COMMON LAW,NONE
20461,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,2648,ALBERTA,SEPARATED,
20462,WHITE,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,2708,ONTARIO,SEPARATED,CATH NON-SPEC
20463,WHITE,Non Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
20464,ASI-E/SOUTHEAST,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,2739,ONTARIO,UNKNOWN,CHRI NON SPEC
20465,EURO.-WESTERN,Non Indigenous,MALE,63,Supervised,SR,DETERMINATE,732,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
20466,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,4018,ONTARIO,COMMON LAW,NONE
20467,WHITE,Non Indigenous,MALE,72,Supervised,FP,INDETERMINATE,0,QUEBEC,UNKNOWN,ATHEIST
20468,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,730,QUEBEC,COMMON LAW,CATH NON-SPEC
20469,EURO.-WESTERN,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,1826,ONTARIO,SEPARATED,NOT STATED
20470,SOUTH ASIAN,Non Indigenous,MALE,34,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBIA,WIDOW(ER),SIKH
20471,NORTH AMERICAN,Indigenous,MALE,31,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,NATIVE SPIRITUA
20472,WHITE,Non Indigenous,MALE,59,Supervised,SR,DETERMINATE,1454,ALBERTA,SINGLE,
20473,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,993,NEW BRUNSWICK,COMMON LAW,NOT STATED
20474,METIS,Indigenous,MALE,37,Supervised,SR,DETERMINATE,1308,NEW BRUNSWICK,SINGLE,MUSLIM
20475,WHITE,Non Indigenous,MALE,40,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,
20476,WHITE,Non Indigenous,MALE,32,Supervised,FP,DETERMINATE,1461,QUEBEC,SINGLE,CATH NON-SPEC
20477,WHITE,Non Indigenous,MALE,33,Supervised,FP,DETERMINATE,1096,ONTARIO,UNKNOWN,
20478,WHITE,Non Indigenous,MALE,67,Incarcerated,,DETERMINATE,13704,QUEBEC,DIVORCED,CATH NON-SPEC
20479,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,5478,BRITISH COLUMBIA,SINGLE,JUDAISM
20480,WHITE,Non Indigenous,MALE,58,Incarcerated,,DETERMINATE,730,QUEBEC,SINGLE,PROT NON-SPEC
20481,WHITE,Non Indigenous,MALE,75,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SEPARATED,PROT NON-SPEC
20482,BLACK,Non Indigenous,MALE,32,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,NONE
20483,WHITE,Non Indigenous,MALE,42,Supervised,DP,DETERMINATE,1551,BRITISH COLUMBIA,SINGLE,NONE
20484,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,2466,ALBERTA,SINGLE,NOT STATED
20485,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,730,NEW BRUNSWICK,COMMON LAW,MUSLIM
20486,WHITE,Non Indigenous,MALE,50,Supervised,SR,DETERMINATE,1959,ONTARIO,SEPARATED,CHRI NON SPEC
20487,BLACK,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,853,BRITISH COLUMBIA,UNKNOWN,
20488,BLACK,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,3652,ONTARIO,COMMON LAW,CATHOLIC - ROMA
20489,BLACK,Non Indigenous,MALE,31,Supervised,FP,DETERMINATE,731,ALBERTA,MARRIED,CHRI NON SPEC
20490,METIS,Indigenous,FEMALE,41,Incarcerated,,DETERMINATE,809,ONTARIO,COMMON LAW,
20491,NORTH AMERICAN,Indigenous,MALE,35,Incarcerated,,DETERMINATE,1577,SASKATCHEWAN,UNKNOWN,CATHOLIC - ROMA
20492,EURO.-SOUTHERN,Non Indigenous,MALE,56,Incarcerated,,DETERMINATE,913,ONTARIO,UNKNOWN,
20493,WHITE,Non Indigenous,FEMALE,38,Incarcerated,,DETERMINATE,968,SASKATCHEWAN,SINGLE,NOT STATED
20494,NORTH AMERICAN,Indigenous,MALE,71,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
20495,WHITE,Non Indigenous,MALE,49,Supervised,FP,DETERMINATE,731,ONTARIO,SEPARATED,OTHER
20496,,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,731,ONTARIO,COMMON LAW,MUSLIM
20497,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,3198,MANITOBA,COMMON LAW,CATHOLIC - ROMA
20498,WHITE,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,1053,ALBERTA,SEPARATED,PROT NON-SPEC
20499,BLACK,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,2378,ONTARIO,SINGLE,CHRISTIAN & MIS
20500,CARIBBEAN,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1604,BRITISH COLUMBIA,UNKNOWN,
20501,WHITE,Non Indigenous,MALE,66,Supervised,FP,INDETERMINATE,0,ONTARIO,DIVORCED,CATH NON-SPEC
20502,WHITE,Non Indigenous,MALE,65,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
20503,METIS,Indigenous,MALE,62,Incarcerated,,DETERMINATE,4748,BRITISH COLUMBIA,DIVORCED,CATHOLIC - NATI
20504,SOUTH ASIAN,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,730,NEW BRUNSWICK,SINGLE,MUSLIM
20505,WHITE,Non Indigenous,MALE,49,Supervised,FP,DETERMINATE,2365,QUEBEC,DIVORCED,CATH NON-SPEC
20506,WHITE,Non Indigenous,MALE,42,Supervised,FP,DETERMINATE,1186,QUEBEC,SINGLE,CATH NON-SPEC
20507,FILIPINO,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,2450,ONTARIO,SINGLE,MUSLIM
20508,WHITE,Non Indigenous,MALE,20,Incarcerated,,DETERMINATE,1095,NOVA SCOTIA,SINGLE,NOT STATED
20509,METIS,Indigenous,MALE,39,Incarcerated,,DETERMINATE,4505,QUEBEC,SINGLE,CHRI NON SPEC
20510,WHITE,Non Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,NONE
20511,WHITE,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,2252,NOVA SCOTIA,SINGLE,CHRI NON SPEC
20512,WHITE,Non Indigenous,MALE,51,Supervised,DP,DETERMINATE,1096,MANITOBA,SEPARATED,MENNONITE
20513,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,1674,QUEBEC,COMMON LAW,CATH NON-SPEC
20514,BLACK,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,2130,ONTARIO,UNKNOWN,CHRI NON SPEC
